"id","gender","a0p","a1p","a2p","a3p","a4p","a5p","a6p","a7p","a8p","a9p","a10p","a100p","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","a0t","a1t","a2t","a3t","a4t","a5t","a6t","a7t","a8t","a9t","a10t","a100t","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","q1t1","q1t2","q1t3","q2t","q3t","q4t1","q4t2","q5t","q6t1","q6t2","q7t","q8t","q9t","q10t","q11t1","q11t2","q12t","q13t","q14t1","q14t2","q15t1","q15t2","q16t1","q16t2","q17t1","q17t2","q18t1","q18t2"
"1401","m","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","1","0",NULL,"1","1","0",NULL,"1","1",NULL,"2","2","1","1","1","1","1","1","1","1","1","2","0","0","0","0","1","0","0","0","1","0",NULL,"1","1","0",NULL,"1","1",NULL,"4","3","1","1","1","3","1","1","3","1","4","1","1","1",NULL,NULL,"1","1","3","1",NULL,NULL,"3","2","3","2",NULL,NULL
"1403","m","1","0","0","1","0","0","1","0","1","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","1","1","0","0","2","1","2","4","4","1","4","1","4","4","2","2","0","1","0","0","1","1","0","0","0","1","0","0","0","0","1","1","0","0","3","2","4","1","2","0","0","2","1","3","4","4","2","1","2","3","0","4","3","2","2","1","3","2","3","1","3","1"
"1404","m","0","1","1","1","0","1","1","0","1","1","1","0","0",NULL,"0","0","0","0","1","0","0","1","0","1","1",NULL,"0","1","1","0","0","2","2","4","2","3","2","2","2","2","4","2","0",NULL,"0","0","0","0","1","0","0","1","0","1","1",NULL,"0","1","1","0","4","1","1",NULL,"2","2","3","2","1","3","2","2","0","3","2","3","2","4",NULL,NULL,"3","2","2","3","2","3","2","4"
"1405","m","0","1","1","0","1","0","0","0","1","0","1","1","0","1","1","0","1","0","1","1","0","0","1","1","1","0","1","0","0","0","1","2","4","2","4","0","1","1","4","4","1","0","0","1","1","0","1","0","1","1","0","0","1","1","1","0","1","0","0","0","4","3","1","2","1","3","1","2","3","1","1","2","0","2","3","2","2","2","3","2","3","1","3","1","3","1","3","1"
"1406","m","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","1","0","1","1","1","4","1","1","1","4","1","4","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1","1","1","2","2","4","1","1","2","3","0","2","4","1","0","1","1","2","3","1","0","2","3","2","3","2","3","2","3","2","3"
"1407","m","0","1","0","0","0","0","1","0","1","0","1",NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,"1","0","0",NULL,"0",NULL,"1",NULL,NULL,NULL,NULL,"0","0","0","2","2","0","1","0","2","2","1",NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,"1","0","0",NULL,"0",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"3","0","0",NULL,NULL,"3",NULL,"1","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1410","f","0","1","0","1","0","0","0","0","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","1","1","1","1","0","0","1","1","1","1","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1411","m","0","1","1","1","0","0","1","1","1","1","1","1","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","0","1","0","1","1","4","1","4","1","1","1","1","4","1","1","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","0","1","0","1","1","4","2","4","2","1","0","1","3","1","3","3","4","2","3","4","4","1","3","1","3","1","3","2","3","1","3"
"1412","m","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","4","2","0","0","4","4","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","4","1","3","4","0","1","3","0","4","4","4","2","3","0","4","1","3","1","4","3","4","0","0","4","4"
"1414","m","0","1","0","1","0","1","0","0","1","0","0","1","0",NULL,NULL,NULL,"0","0","0","0","0","0",NULL,"0","0",NULL,NULL,"0",NULL,"0","2","1","2","2","2","4","2","1","1","4","4","1","0",NULL,NULL,NULL,"0","0","0","0","0","0",NULL,"0","0",NULL,NULL,"0",NULL,"0","3","3","1",NULL,NULL,NULL,NULL,"4","3","1","0","0","1","0",NULL,NULL,"0","1",NULL,NULL,NULL,NULL,"1","1",NULL,NULL,"2","1"
"1415","f","0","0","1",NULL,NULL,"0",NULL,"0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","1","4",NULL,NULL,"1",NULL,"1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1416","m","0","1","1","1","1","0","0","0","1","1","1","1","0","0","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","1","2","0","4","2","4","0","0","2","0","4","2","2","0","0","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","1","4","3","1","4","2","3","1","4","3","2","4","3","4","3","4","2","2","2","3","2","3","2","3","2","3","2","3","1"
"1417","m","1","1","1","1","0","0","0","0","0","1","1","1","1","0","0","1","1","0",NULL,"0","1","0","0","1","1","0","1","0","0","0","1","2","4","4","2","0","4","1","1","1","2","4","1","0","0","1","1","0",NULL,"0","1","0","0","1","1","0","1","0","0","0","4","3","1","1","0","4","1","1","3","1",NULL,"0","2","0","4","2","2","2","4","1","3","1","3","1","3","1","3","1"
"1418","f","0","1","0","1","0","1","1","1","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","1","0","2","2","3","3","2","2","3","4","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1419","f","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1422","m","0","1","1","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","4","4","2","2","2","2","2","2","2","4","4","2","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","2","1","4","4","2","4","1","1","4","1","2","4","2","4","1","4","2","2","3","2","3","2","2","1","4","1","3","1"
"1423","m","0","1","0","1","1","0","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","1","4","1","4","4","2","1","1","4","4","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1424","f","0","1","0","1","1","1","1","0","1","0","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2","2","2","2","2","2","2","2","4","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1425","m","0",NULL,"0","1","0",NULL,NULL,NULL,NULL,"0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"2","2","2",NULL,NULL,NULL,NULL,"2","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1427","m","0","1","1","1",NULL,"1",NULL,"0","0","0","1","0",NULL,NULL,NULL,NULL,"1","0",NULL,"1",NULL,"1",NULL,"1","1",NULL,NULL,"0",NULL,"0","0","4","4","1",NULL,"4",NULL,"1","1","4","4","1",NULL,NULL,NULL,NULL,"1","0",NULL,"1",NULL,"1",NULL,"1","1",NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","3","1",NULL,"3",NULL,"3",NULL,NULL,"1","1",NULL,NULL,NULL,NULL,"1","3",NULL,NULL,"3","2"
"1428","m","0","1","0","1",NULL,NULL,"0",NULL,NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,"0","0",NULL,"0",NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,NULL,"0","1","1","1",NULL,NULL,"0",NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,"0","0",NULL,"0",NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,NULL,"0","0","0",NULL,NULL,NULL,NULL,"0","0","0",NULL,"0",NULL,"0",NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1429","m","0","0","0","0","0","1",NULL,NULL,NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,"1","0",NULL,"0",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,"0","0","2","1","2","3",NULL,NULL,NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,"1","0",NULL,"0",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,"3","3","1",NULL,NULL,NULL,NULL,"2","3","1",NULL,"2",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1430","m","1","1","1","1","0","1","0","0","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","3","4","4","4","4","0","4","3","3","4","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1431","f","0","1","1","1","0","1","1","0","1","1","1","1","0","1","1","0","0","1","0","0",NULL,"0","0","0","0","0","0","0","0","0","1","3","2","1","1","2","1","2","1","3","1","2","0","1","1","0","0","1","0","0",NULL,"0","0","0","0","0","0","0","0","0","1","2","4","2","2","3","2","0","3","2","2","0",NULL,"2","2","3","0","0","2","3","2","1","2","1","2","1","2","1"
"1432","m","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","4","4","2","2","0","2","2","4","0","2","4","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","4","3","2","2","2","3","2","4","3","2","0","2","0","3","3","2","2","4","3","2","3","2","3","1","3","2","3","2"
"1433","m",NULL,"1","0","1",NULL,"1","0",NULL,"1",NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","2","2",NULL,"2","1",NULL,"2",NULL,"2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1434","f",NULL,"1","0","1","1","0",NULL,"0","1",NULL,"0",NULL,"0",NULL,NULL,NULL,"1","1","0","1","0","1",NULL,"0","1","0",NULL,"1",NULL,"0",NULL,"1","1","1","0","1",NULL,"0","1",NULL,"1",NULL,"0",NULL,NULL,NULL,"1","1","0","1","0","1",NULL,"0","1","0",NULL,"1",NULL,"0","3","3","2",NULL,NULL,NULL,NULL,"0","3","2","2","2","0","2",NULL,NULL,"0","1","3","2",NULL,NULL,"3","1",NULL,NULL,"3","2"
"1435","m","0","1","0","1",NULL,"1",NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0","0","1",NULL,"1","1","0",NULL,NULL,NULL,NULL,"0","2","2","2",NULL,"2",NULL,NULL,"2",NULL,"2",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0","0","1",NULL,"1","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"2","2","2",NULL,NULL,"2","2","3","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1436","m","0","1","0","1","0",NULL,"0","0","0","0","0","0","1",NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,"2","1","1","2","4",NULL,"0","0","1","3","1","0","1",NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,"2","2","4",NULL,NULL,NULL,NULL,"4","2","4","2","2","0","0","0","0","2","4","2","3","2","3",NULL,NULL,NULL,NULL,NULL,NULL
"1437","m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1438","m","0","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","1","1","1","0","0","1","0","0","0","0","3","4","2","4","4","2","3","1","2","2","3","1","0","0","1","0","1","1","0","0","1","1","1","0","0","1","0","0","0","3","1","1","1","0","3","1","0","3","2","4","0","0","4","2","2","1","4","3","2","3","4","3","1","3","1","1","3"
"1439","m","0","1","1","1","1","1","0","0","1","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","1","1","1","3","1","1","2","1","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1441","m","1","0","1","1","1","0","0","0","1","0","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","0","4","4","4","0","4","1","3","0","1","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1442","m","1","1","1","1","1","0","1","0","1","0","1","1","1","1","0","0","1","0","1","0","1","1",NULL,"0","0","0","0","0","1","0","1","1","1","1","4","0","4","1","1","4","4","3","1","1","0","0","1","0","1","0","1","1",NULL,"0","0","0","0","0","1","0","1","1","4","1","4","3","2","3","3","2","4","0","4","4",NULL,NULL,"1","4","3","2","3","2","1","1","3","2","3","2"
"1444","m","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,"0","0","1","0",NULL,NULL,NULL,"1","0",NULL,"0","0","0",NULL,"1","0","0","0","1","1","0","0","2","4",NULL,NULL,NULL,NULL,NULL,NULL,"1","2","2","0",NULL,NULL,NULL,"1","0",NULL,"0","0","0",NULL,"1","0","0","0","1","1","0","4","4","4",NULL,NULL,NULL,NULL,"1","4","4",NULL,"1","4","0",NULL,NULL,"1","4","1","1","1","4","1","1","4","4","4","4"
"1446","m","0","1","0","0",NULL,"0",NULL,"0",NULL,"0","0","0","1","1","1","0","1","0","0","1","1","1",NULL,"0","1","1","1","1","1","1","1","1","4","1",NULL,"3",NULL,"1",NULL,"0","4","3","1","1","1","0","1","0","0","1","1","1",NULL,"0","1","1","1","1","1","1","4","3","1","2","2","1","0","2","1","4","4","2","3","3",NULL,NULL,"0","2","2","3","3","1","2","4","2","4","1","4"
"1447","m","1","1","1","1","1","0","0","1","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","2","4","2","4","2","4","1","4","4","4","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1448","m","0","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","4","1","1","3","1","1","1","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","3","4","1","1","4","4","1","1","4","1","2","4","4","4","1","4","0","1","4","1","1","1","1","1","4","2","4","2"
"1451","m","0","1","1","1","1","0","1","1","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","2","2","2","4","4","4","2","1","3","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1452","m","1","1","0","1","1","0","0","1","1","0","1","1","1","1",NULL,"0","1","0",NULL,"1","1","1",NULL,"1","1","0",NULL,"0",NULL,NULL,"1","1","2","2","2","3","3","2","2","0","1","1","1","1",NULL,"0","1","0",NULL,"1","1","1",NULL,"1","1","0",NULL,"0",NULL,NULL,"4","3","1","1",NULL,"0","1","2","3","1",NULL,"3","3","3",NULL,NULL,"1","1","3","2",NULL,NULL,"3","1",NULL,NULL,NULL,NULL
"1453","m","0","0","0","0","0","0","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","4","1","4","0","4","1","0","3","4","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1454","m","0","1","1","1",NULL,"0","0",NULL,NULL,"0",NULL,"1","1","0",NULL,NULL,"1","1","0","0",NULL,NULL,NULL,"1","1","1",NULL,NULL,NULL,NULL,"0","4","0","4",NULL,"0","1",NULL,NULL,"4",NULL,"0","1","0",NULL,NULL,"1","1","0","0",NULL,NULL,NULL,"1","1","1",NULL,NULL,NULL,NULL,"4","1","3","4",NULL,NULL,NULL,"4","3","1","4","0",NULL,NULL,NULL,NULL,"1","4","3","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1455","f","1","1","0","1",NULL,NULL,"0",NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","2",NULL,NULL,"0",NULL,NULL,"1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","4","3","2","2","2","3","2","2","3","2","2","3","2","2","3","2","2","2","3","2","3","2","3","2","3","2","3","2"
"1456","m","1","0","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","4","3","4","1","1","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1457","m","1","1","1","1","0","1","0","0","0","1","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","1","2","2","2","3","0","4","4","3","2","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1459","m",NULL,"1","1",NULL,NULL,"0",NULL,NULL,NULL,"0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","2",NULL,NULL,"1",NULL,NULL,NULL,"2","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1460","m","0","1","0","1","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","4","4","4","2","3","1","2","2","0","4","4","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","1","1","4","1","4","4","3","4","1","3","4","4","4","4","1","4","1","4","4","3","3","1","1","2","0","0","3","2"
"1462","f","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1",NULL,"1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","0","1","1","0","1","1",NULL,"1","1","1","1","1","1","1","0","1","1","1","2","3","2","1","1","2","3","1","2","3",NULL,"3","1","3","2","3","1","2","2","3","2","3","2","3","2","3","2","3"
"1469","f","1","1","1","1","0","1","0","1","1","0","0","1","0","1","1",NULL,"1","0","0","1","1","1","0","1","1","1","0","0","0","0","2","2","2","2","2","3","0","2","2","4","2","2","0","1","1",NULL,"1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","3","2","2","2",NULL,NULL,"2","3","2","2","2","2","3","3","2","2","2","3","2","3","2","3","2","3","2","3","2"
"1506","m","0","1","0","1","0","0","0","1","0","0","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","4","4","1","1","1","1","1","4","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1507","m","1","1","1","1",NULL,"1",NULL,"0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","2","2","1",NULL,"3",NULL,"1","1","2","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1508","f","1","1","1","1","0","1","1","0","1","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","2","2","2","0","3","0","2","2","2","4","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
